ASIN,Title,Binding,Creator,Edition,Author,ItemDimensionsHeight,ItemDimensionsLength,ItemDimensionsWidth,ItemDimensionsWeight,Label,LanguagesUnknown,LanguagesOriginal,LanguagesPublished,Amount,CurrencyCode,Manufacturer,NumberOfPages,PackageDimensionsHeight,PackageDimensionsLength,PackageDimensionsWidth,PackageDimensionsWeight,ProductGroup,ProductTypeName,PublicationDate,Publisher,SmallImageUrl,Studio,SalesRanking
149170912X,"I'm Talking to You: About Thought-Provoking Events and Places",Hardcover," "," ","Dunton, R. Nathaniel",8.39,0.43,5.43,5.43,iUniverse.com,english,english,english,21.95,USD,iUniverse.com,130,0.44,8.50,5.51,0.67,Book,ABIS_BOOK,2013-10-29,iUniverse.com,http://ecx.images-amazon.com/images/I/51buD2ukHRL._SL75_.jpg,iUniverse.com," "
1491709146,"The Bribe",Paperback," "," ","Klausenstock, Oskar",8.39,0.59,5.43,5.43,iUniverse,english,english,english,17.95,USD,iUniverse,286,0.65,8.50,5.50,0.96,Book,ABIS_BOOK,2013-09-23,iUniverse,http://ecx.images-amazon.com/images/I/51pZfe4YhrL._SL75_.jpg,iUniverse,5126408
1491709154,"The Bribe",Hardcover," "," ","Klausenstock, Oskar",8.39,0.79,5.43,5.43,iUniverse.com,english,english,english,27.95,USD,iUniverse.com,286,0.81,8.50,5.51,1.10,Book,ABIS_BOOK,2013-09-23,iUniverse.com,http://ecx.images-amazon.com/images/I/51xx%2Bv3AQoL._SL75_.jpg,iUniverse.com," "
1491709170,"Off Go Their Engines, Off Go Their Lights",Paperback," "," ","Milusich, Janice",9.09,0.12,7.40,7.40,iUniverse,english,english,english,8.95,USD,iUniverse,48,0.11,9.25,7.50,0.32,Book,ABIS_BOOK,2014-01-03,iUniverse,http://ecx.images-amazon.com/images/I/51KQ3gOe29L._SL75_.jpg,iUniverse,1154482
1491709189,"Hiker and the Stranger",Paperback," "," ","Young, C. E.",8.86,0.71,5.91,5.91,iUniverse,english,english,english,18.95,USD,iUniverse,310,0.90,8.90,6.00,0.30,Book,ABIS_BOOK,2013-11-01,iUniverse,http://ecx.images-amazon.com/images/I/51r7VW7f1fL._SL75_.jpg,iUniverse,2849910
1491709197,"Hiker and the Stranger",Hardcover," "," ","Young, C. E.",8.86,0.79,5.91,5.91,iUniverse.com,english,english,english,28.95,USD,iUniverse.com,310,1.10,9.10,6.30,1.30,Book,ABIS_BOOK,2013-11-01,iUniverse.com,http://ecx.images-amazon.com/images/I/51r6YA4%2BdTL._SL75_.jpg,iUniverse.com,3706097
1491709359,"Ease: Manage Overwhelm in Times of ""Crazy Busy""",Paperback," "," ","Chadnick, Eileen",0.34,9.00,6.00,6.00,iUniverse,english,english,english,15.95,USD,iUniverse,146,0.47,8.98,5.98,0.44,Book,ABIS_BOOK,2013-11-01,iUniverse,http://ecx.images-amazon.com/images/I/41KbNMl-9CL._SL75_.jpg,iUniverse,2051744
1491709375,"Ease: Manage Overwhelm in Times of Crazy Busy",Hardcover," "," ","Chadnick, Eileen",8.86,0.51,5.91,5.91,iUniverse.com,english,english,english,25.95,USD,iUniverse.com,146,0.80,9.10,5.70,1.45,Book,ABIS_BOOK,2013-10-31,iUniverse.com,http://ecx.images-amazon.com/images/I/417HOIAXsqL._SL75_.jpg,iUniverse.com,3175951
1491709499,"Do Not Resuscitate: The Marvelous Beauhunks: (Cautionary Tales From the Best-Looking Band in the World)",Paperback,"Wright, Stephen C."," "," ",8.90,0.91,5.91,5.91,iUniverse,english,english,english,25.95,USD,iUniverse,408,1.02,9.00,6.00,1.52,Book,ABIS_BOOK,2013-11-12,iUniverse,http://ecx.images-amazon.com/images/I/51pGOaJ9X3L._SL75_.jpg,iUniverse," "
1491709502,"I Want Your Body, Candy Starr",Paperback," "," ","Kempinski, Tom",7.87,0.35,4.92,4.92,iUniverse,english,english,english,13.95,USD,iUniverse,170,0.39,8.00,5.00,0.54,Book,ABIS_BOOK,2013-10-02,iUniverse,http://ecx.images-amazon.com/images/I/51cqXPebr0L._SL75_.jpg,iUniverse," "
1491709537,"Stein House",Hardcover," "," ","McIlvain, Myra Hargrave",8.86,0.79,5.91,5.91,iUniverse.com,english,english,english,28.95,USD,iUniverse.com,302,0.81,9.02,5.98,1.32,Book,ABIS_BOOK,2013-10-18,iUniverse.com,http://ecx.images-amazon.com/images/I/51IW5fyR3KL._SL75_.jpg,iUniverse.com,739438
1491709545,"Stein House",Paperback," "," ","McIlvain, Myra Hargrave",8.86,0.67,5.91,5.91,iUniverse,english,english,english,18.95,USD,iUniverse,302,0.76,9.00,6.00,1.15,Book,ABIS_BOOK,2013-10-18,iUniverse,http://ecx.images-amazon.com/images/I/51LAlW-3cfL._SL75_.jpg,iUniverse,1121887
1491709596,"Corky Bonner",Hardcover," "," ","Tomashek, John J.",8.86,1.06,5.91,5.91,iUniverse.com,english,english,english,32.95,USD,iUniverse.com,412,1.65,9.13,6.38,1.72,Book,ABIS_BOOK,2013-10-31,iUniverse.com,http://ecx.images-amazon.com/images/I/41G%2BT3wU9RL._SL75_.jpg,iUniverse.com,6499750
149170960X,"Corky Bonner",Paperback," "," ","Tomashek, John J.",8.86,0.91,5.91,5.91,iUniverse,english,english,english,22.95,USD,iUniverse,412,1.10,8.82,5.91,0.93,Book,ABIS_BOOK,2013-11-01,iUniverse,http://ecx.images-amazon.com/images/I/41%2BsLqFnxoL._SL75_.jpg,iUniverse,944759
1491709790,"Dancing in the Dark",Paperback," "," ","Strauss, Bob",8.39,0.55,5.43,5.43,iUniverse,english,english,english,16.95,USD,iUniverse,260,0.60,8.40,5.40,0.70,Book,ABIS_BOOK,2013-11-14,iUniverse,http://ecx.images-amazon.com/images/I/415JAelAIXL._SL75_.jpg,iUniverse,1498524
1491709804,"Dancing in the Dark",Hardcover," "," ","Strauss, Bob",8.39,0.75,5.43,5.43,iUniverse.com,english,english,english,26.95,USD,iUniverse.com,260,0.75,8.50,5.51,1.03,Book,ABIS_BOOK,2013-11-13,iUniverse.com,http://ecx.images-amazon.com/images/I/41jUUyB-YbL._SL75_.jpg,iUniverse.com,2614094
1491709820,"The Turning",Paperback," "," ","Chriske, G. Peter",8.86,0.63,5.91,5.91,iUniverse,english,english,english,17.95,USD,iUniverse,280,0.70,9.00,6.00,1.07,Book,ABIS_BOOK,2013-10-28,iUniverse,http://ecx.images-amazon.com/images/I/51bEdRl3ahL._SL75_.jpg,iUniverse,2503531
1491709847,"The Turning",Hardcover," "," ","Chriske, G. Peter",8.86,0.75,5.91,5.91,iUniverse.com,english,english,english,27.95,USD,iUniverse.com,280,0.75,9.02,5.98,1.25,Book,ABIS_BOOK,2013-10-26,iUniverse.com,http://ecx.images-amazon.com/images/I/51XMazCPKEL._SL75_.jpg,iUniverse.com," "
1491710012,"Hard Ground",Paperback," "," ","Gray, Denis",8.90,0.75,5.91,5.91,iUniverse,english,english,english,19.95,USD,iUniverse,336,0.84,9.00,6.00,1.27,Book,ABIS_BOOK,2013-09-23,iUniverse,http://ecx.images-amazon.com/images/I/51SgKn6NWHL._SL75_.jpg,iUniverse," "
1491710020,"Hard Ground",Hardcover," "," ","Gray, Denis",8.90,0.87,5.91,5.91,iUniverse.com,english,english,english,29.95,USD,iUniverse.com,336,0.88,9.02,5.98,1.43,Book,ABIS_BOOK,2014-01-16,iUniverse.com,http://ecx.images-amazon.com/images/I/51h43vakT1L._SL75_.jpg,iUniverse.com," "
149171011X,"Too Late to Apologize",Paperback," "," ","Patti, Caroline T.",8.39,0.63,5.43,5.43,iUniverse,english,english,english,17.95,USD,iUniverse,290,1.00,8.40,5.50,0.55,Book,ABIS_BOOK,2013-11-26,iUniverse,http://ecx.images-amazon.com/images/I/41%2BfRPATi3L._SL75_.jpg,iUniverse,1748229
1491710136,"Too Late to Apologize",Hardcover," "," ","Patti, Caroline T.",8.39,0.79,5.43,5.43,iUniverse.com,english,english,english,27.95,USD,iUniverse.com,290,0.81,8.50,5.51,1.11,Book,ABIS_BOOK,2013-11-25,iUniverse.com,http://ecx.images-amazon.com/images/I/51UE-l4K2IL._SL75_.jpg,iUniverse.com,4510345
1491710144,"God is Not Looking for a Part-Time Lover but a Committed People: It's Time to Stop Straddling the Fence",Paperback," "," ","Nored, Belinda",0.40,8.50,5.51,5.51,iUniverse,english,english,english,16.95,USD,iUniverse,190,0.43,8.50,5.50,0.67,Book,ABIS_BOOK,2014-01-28,iUniverse,http://ecx.images-amazon.com/images/I/41JCG27Lj9L._SL75_.jpg,iUniverse," "
1491710160,"God is Not Looking for a Part-Time Lover but a Committed People: It's Time to Stop Straddling the Fence",Hardcover," "," ","Nored, Belinda",0.56,8.50,5.51,5.51,iUniverse.com,english,english,english,26.95,USD,iUniverse.com,190,0.56,8.50,5.51,0.84,Book,ABIS_BOOK,2014-01-27,iUniverse.com,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._V192198896_.gif,iUniverse.com," "
1491710179,"Pirates in the White House and Terrorists under Lake Erie",Paperback," "," ","Ondo, Richard",8.86,0.55,5.91,5.91,iUniverse,english,english,english,20.95,USD,iUniverse,272,0.62,9.00,6.00,1.05,Book,ABIS_BOOK,2013-10-14,iUniverse,http://ecx.images-amazon.com/images/I/51pxFrtRWUL._SL75_.jpg,iUniverse,6372073
1491710195,"Pirates in the White House and Terrorists Under Lake Erie",Hardcover," "," ","Ondo, Richard",8.86,0.75,5.91,5.91,iUniverse.com,english,english,english,30.95,USD,iUniverse.com,272,0.75,9.02,5.98,1.23,Book,ABIS_BOOK,2013-10-11,iUniverse.com,http://ecx.images-amazon.com/images/I/51M9bV5fYWL._SL75_.jpg,iUniverse.com," "
1491710225,"Leading Collaborative Organizations: Insights into Guiding Horizontal Organizations",Paperback," "," ","Clayton, Tyrus Ross",8.86,0.24,5.91,5.91,iUniverse,english,english,english,12.95,USD,iUniverse,106,0.24,9.00,6.00,0.47,Book,ABIS_BOOK,2013-10-28,iUniverse,http://ecx.images-amazon.com/images/I/41ODwzZzd8L._SL75_.jpg,iUniverse,841972
1491710241,"Leading Collaborative Organizations: Insights Into Guiding Horizontal Organizations",Hardcover," "," ","Clayton, Tyrus Ross",8.86,0.39,5.91,5.91,iUniverse.com,english,english,english,22.95,USD,iUniverse.com,106,0.38,9.02,5.98,0.70,Book,ABIS_BOOK,2013-10-28,iUniverse.com,http://ecx.images-amazon.com/images/I/41%2BD0U2TbWL._SL75_.jpg,iUniverse.com," "
1491710284,"The Wise Leader: Doing the Right Things for the Right Reasons",Paperback," "," ","Houston, Paul D.",8.86,0.59,5.91,5.91,iUniverse,english,english,english,22.95,USD,iUniverse,288,0.59,8.98,6.22,0.88,Book,ABIS_BOOK,2013-11-05,iUniverse,http://ecx.images-amazon.com/images/I/41WVjCvpvWL._SL75_.jpg,iUniverse,1414616
1491710306,"The Wise Leader: Doing the Right Things for the Right Reasons",Hardcover," "," ","Houston, Paul D.",8.90,0.79,5.91,5.91,iUniverse.com,english,english,english,32.95,USD,iUniverse.com,288,1.10,9.13,6.30,1.32,Book,ABIS_BOOK,2013-11-05,iUniverse.com,http://ecx.images-amazon.com/images/I/41U269Cn8zL._SL75_.jpg,iUniverse.com,4161397
1491710349,"A Dream Realized",Paperback," "," ","Johnson, Alexandria",8.86,0.16,5.91,5.91,iUniverse,english,english,english,10.95,USD,iUniverse,72,0.18,9.00,6.00,0.35,Book,ABIS_BOOK,2013-10-21,iUniverse,http://ecx.images-amazon.com/images/I/51OXSsqw%2BBL._SL75_.jpg,iUniverse," "
1491710454,"Anthology of Innocence: Stories from My Childhood",Paperback," "," ","Altman, Barry",8.39,0.35,5.43,5.43,iUniverse,english,english,english,14.95,USD,iUniverse,150,0.38,8.50,5.50,0.56,Book,ABIS_BOOK,2013-11-11,iUniverse,http://ecx.images-amazon.com/images/I/51ZYaScDLhL._SL75_.jpg,iUniverse,2382036
1491710462,"Anthology of Innocence: Stories from My Childhood",Hardcover," "," ","Altman MD, Barry",8.39,0.51,5.43,5.43,iUniverse.com,english,english,english,24.95,USD,iUniverse.com,150,0.50,8.50,5.51,0.73,Book,ABIS_BOOK,2013-11-11,iUniverse.com,http://ecx.images-amazon.com/images/I/5102350iQQL._SL75_.jpg,iUniverse.com,2516962
149171056X,"The Inclusion Revolution Is Now: An Innovative Framework for Diversity and Inclusion in the Workplace",Hardcover," "," ","Robinson Mpa, Maura G.",8.86,0.39,5.91,5.91,iUniverse.com,english,english,english,23.95,USD,iUniverse.com,108,0.50,9.10,5.90,0.75,Book,ABIS_BOOK,2013-10-21,iUniverse.com,http://ecx.images-amazon.com/images/I/51wib-x6yrL._SL75_.jpg,iUniverse.com,2260333
1491710578,"The Inclusion Revolution Is Now: An Innovative Framework for Diversity and Inclusion in the Workplace",Paperback," "," ","Robinson, Maura G.",8.86,0.28,5.91,5.91,iUniverse,english,english,english,13.95,USD,iUniverse,108,0.27,9.00,6.00,0.48,Book,ABIS_BOOK,2013-10-21,iUniverse,http://ecx.images-amazon.com/images/I/51-LkPppa0L._SL75_.jpg,iUniverse,523562
1491710659,"Finally Thinking with the Right Head: Mistakes Made in Lust and Love",Paperback," "," ","Ellis, R. T.",8.39,0.35,5.43,5.43,iUniverse,english,english,english,14.95,USD,iUniverse,150,0.38,8.50,5.50,0.56,Book,ABIS_BOOK,2013-11-01,iUniverse,http://ecx.images-amazon.com/images/I/41RA2ZvbAkL._SL75_.jpg,iUniverse,1700455
1491710675,"Finally Thinking with the Right Head: Mistakes Made in Lust and Love",Hardcover," "," ","Ellis, R. T.",8.39,0.51,5.43,5.43,iUniverse.com,english,english,english,24.95,USD,iUniverse.com,150,0.87,8.58,5.83,0.75,Book,ABIS_BOOK,2013-10-30,iUniverse.com,http://ecx.images-amazon.com/images/I/41RjvE55V2L._SL75_.jpg,iUniverse.com,6440758
1491710772,"Evil Harvest",Paperback," "," ","Ritchie, Wendy",8.39,0.83,5.43,5.43,iUniverse,english,english,english,22.95,USD,iUniverse,404,0.91,8.50,5.50,1.32,Book,ABIS_BOOK,2013-11-28,iUniverse,http://ecx.images-amazon.com/images/I/51uZfxmsFFL._SL75_.jpg,iUniverse,595503
1491710799,"Evil Harvest",Hardcover," "," ","Ritchie, Wendy",8.39,1.06,5.43,5.43,iUniverse.com,english,english,english,32.95,USD,iUniverse.com,404,1.06,8.50,5.51,1.43,Book,ABIS_BOOK,2013-11-26,iUniverse.com,http://ecx.images-amazon.com/images/I/51OT64jly5L._SL75_.jpg,iUniverse.com," "
1491710802,"The Bad Driver's Handbook: A Guide to Being Bad",Paperback," "," ","Roll, Hank",8.39,0.31,5.43,5.43,iUniverse,english,english,english,13.95,USD,iUniverse,138,0.32,8.50,5.50,0.52,Book,ABIS_BOOK,2013-10-23,iUniverse,http://ecx.images-amazon.com/images/I/51kHn5UJsGL._SL75_.jpg,iUniverse,4110910
1491710829,"The Messenger",Paperback," "," ","Chafin, Claude L.",8.86,0.47,5.91,5.91,iUniverse,english,english,english,18.95,USD,iUniverse,228,0.52,9.00,6.00,0.89,Book,ABIS_BOOK,2013-11-15,iUniverse,http://ecx.images-amazon.com/images/I/518SI2jOFaL._SL75_.jpg,iUniverse,566466
1491710845,"The Messenger",Hardcover," "," ","Chafin, Claude L.",8.86,0.67,5.91,5.91,iUniverse.com,english,english,english,28.95,USD,iUniverse.com,228,1.20,9.00,6.30,1.05,Book,ABIS_BOOK,2013-11-14,iUniverse.com,http://ecx.images-amazon.com/images/I/51sbqOdMuHL._SL75_.jpg,iUniverse.com,1365401
149171090X,"The Making of a Standup Comedian",Paperback," "," ","Correa, Jimmy",10.83,0.16,8.11,8.11,iUniverse,english,english,english,11.95,USD,iUniverse,76,0.18,11.00,8.25,0.55,Book,ABIS_BOOK,2013-10-23,iUniverse,http://ecx.images-amazon.com/images/I/51haPIi%2BIRL._SL75_.jpg,iUniverse," "
1491710918,"Off the Fence: Disability Advocacy",Paperback," "," ","Linkhorn, Pat",8.86,0.28,5.91,5.91,iUniverse,english,english,english,13.95,USD,iUniverse,126,0.29,9.00,6.00,0.54,Book,ABIS_BOOK,2013-11-22,iUniverse,http://ecx.images-amazon.com/images/I/514XVO-RxsL._SL75_.jpg,iUniverse,3748252
1491710934,"Off the Fence: Disability Advocacy",Hardcover," "," ","Linkhorn, Pat",8.86,0.43,5.91,5.91,iUniverse.com,english,english,english,23.95,USD,iUniverse.com,126,0.44,9.02,5.98,0.76,Book,ABIS_BOOK,2013-11-21,iUniverse.com,http://ecx.images-amazon.com/images/I/515XvIhLgQL._SL75_.jpg,iUniverse.com," "
1491710942,"A Few Good Friends",Paperback," "," ","Smythe, J. E.",8.86,0.43,5.91,5.91,iUniverse,english,english,english,14.95,USD,iUniverse,212,0.48,9.00,6.00,0.84,Book,ABIS_BOOK,2013-10-28,iUniverse,http://ecx.images-amazon.com/images/I/51InSQOLOlL._SL75_.jpg,iUniverse,3584578
1491710969,"I Am Gonna Tell: One Mother's Fight for Justice After Discovering Her Child's Sexual Abuse",Paperback," "," ","Doe, Jane T.",8.39,0.43,5.43,5.43,iUniverse,english,english,english,16.95,USD,iUniverse,182,0.46,8.50,5.50,0.65,Book,ABIS_BOOK,2013-11-19,iUniverse,http://ecx.images-amazon.com/images/I/41R8pGryMaL._SL75_.jpg,iUniverse,2511461
1491710985,"I Am Gonna Tell: One Mother's Fight for Justice After Discovering Her Child's Sexual Abuse",Hardcover," "," ","Doe, Jane T.",8.39,0.55,5.43,5.43,iUniverse.com,english,english,english,26.95,USD,iUniverse.com,182,0.56,8.50,5.51,0.81,Book,ABIS_BOOK,2013-11-19,iUniverse.com,http://ecx.images-amazon.com/images/I/51HLAKVOQ7L._SL75_.jpg,iUniverse.com,6356052
1491711078,"Foster Care: How to Fix This Corrupted System",Hardcover," "," ","Solander, Janet",8.86,0.39,5.91,5.91,iUniverse.com,english,english,english,21.95,USD,iUniverse.com,100,0.38,9.02,5.98,0.68,Book,ABIS_BOOK,2013-11-20,iUniverse.com,http://ecx.images-amazon.com/images/I/41hEP5lnP1L._SL75_.jpg,iUniverse.com," "
1491711086,"Foster Care: How to Fix This Corrupted System",Paperback," "," ","Solander, Janet",8.86,0.24,5.91,5.91,iUniverse,english,english,english,11.95,USD,iUniverse,100,0.25,9.00,6.00,0.45,Book,ABIS_BOOK,2013-11-20,iUniverse,http://ecx.images-amazon.com/images/I/41H%2BoDANDvL._SL75_.jpg,iUniverse,2066618
149171123X,"The Long Journey: Poems From One of God's Struggling Servants",Paperback," "," ","Harrington, Joan Kathryn",8.39,0.43,5.43,5.43,iUniverse,english,english,english,16.95,USD,iUniverse,184,0.46,8.50,5.50,0.66,Book,ABIS_BOOK,2013-10-11,iUniverse,http://ecx.images-amazon.com/images/I/41iaWOODAXL._SL75_.jpg,iUniverse,3185605
1491711248,"The Long Journey: Poems from One of God's Struggling Servants",Hardcover," "," ","Harrington, Joan Kathryn",8.39,0.55,5.43,5.43,iUniverse.com,english,english,english,26.95,USD,iUniverse.com,184,0.56,8.50,5.51,0.82,Book,ABIS_BOOK,2013-10-11,iUniverse.com,http://ecx.images-amazon.com/images/I/41AjwGH-UQL._SL75_.jpg,iUniverse.com," "
1491711329,"The Silent Hurt: How a Flaw Metamorphosed into Peace, Joy, and Harmony",Paperback," "," ","Coleman, Jo Ann",8.39,0.79,5.43,5.43,iUniverse,english,english,english,20.95,USD,iUniverse,348,0.87,8.50,5.50,1.15,Book,ABIS_BOOK,2013-11-08,iUniverse,http://ecx.images-amazon.com/images/I/51lhADZ3xkL._SL75_.jpg,iUniverse,3422766
1491711337,"The Silent Hurt: How a Flaw Metamorphosed Into Peace, Joy, and Harmony",Hardcover," "," ","Coleman, Jo Ann",8.39,0.94,5.43,5.43,iUniverse.com,english,english,english,30.95,USD,iUniverse.com,348,1.34,8.74,5.75,1.32,Book,ABIS_BOOK,2013-11-07,iUniverse.com,http://ecx.images-amazon.com/images/I/51iExTU1YEL._SL75_.jpg,iUniverse.com,4651394
149171140X,"Through Shirley's Eyes",Paperback," "," ","Robinson, Brinda Sue",7.87,0.31,4.92,4.92,iUniverse,english,english,english,13.95,USD,iUniverse,138,0.35,8.00,5.00,0.46,Book,ABIS_BOOK,2013-11-18,iUniverse,http://ecx.images-amazon.com/images/I/41PxZwv8ZvL._SL75_.jpg,iUniverse,2557597
1491711418,"Second Platoon: Call Sign Hades: A Memoir of the Marines of the Combined Action Company",Paperback," "," ","Bodrog, Mark A.",0.80,9.00,6.00,6.00,iUniverse,english,english,english,24.95,USD,iUniverse,388,0.88,9.00,6.00,1.45,Book,ABIS_BOOK,2013-11-14,iUniverse,http://ecx.images-amazon.com/images/I/41xlp5NMerL._SL75_.jpg,iUniverse,798598
1491711426,"Second Platoon: Call Sign Hades: A Memoir of the Marines of the Combined Action Company",Hardcover," "," ","Bodrog, First Lieutenant Mark a.",8.90,0.98,5.91,5.91,iUniverse.com,english,english,english,34.95,USD,iUniverse.com,388,1.30,9.10,6.20,1.50,Book,ABIS_BOOK,2013-11-13,iUniverse.com,http://ecx.images-amazon.com/images/I/41qMgT-CNLL._SL75_.jpg,iUniverse.com,974241
1491711485,"Watch Everything: A Judicial Memoir with a Point of View",Paperback," "," ","Shaw, Charles A.",8.86,0.43,5.91,5.91,iUniverse,english,english,english,16.95,USD,iUniverse,182,0.46,9.00,6.00,0.74,Book,ABIS_BOOK,2013-10-28,iUniverse,http://ecx.images-amazon.com/images/I/41ViRWP-VPL._SL75_.jpg,iUniverse,1675672
1491711493,"Watch Everything: A Judicial Memoir with a Point of View",Hardcover," "," ","Shaw, Charles a.",8.86,0.55,5.91,5.91,iUniverse.com,english,english,english,26.95,USD,iUniverse.com,182,0.90,9.10,6.00,3.80,Book,ABIS_BOOK,2013-10-26,iUniverse.com,http://ecx.images-amazon.com/images/I/41xzunBnq7L._SL75_.jpg,iUniverse.com,387794
1491711515,"The Gen X and Millennial Guide to a Thriving Career",Paperback," "," ","Smith III, Al",0.40,8.50,5.51,5.51,iUniverse,english,english,english,16.95,USD,iUniverse,172,0.63,8.43,5.51,0.49,Book,ABIS_BOOK,2013-12-13,iUniverse,http://ecx.images-amazon.com/images/I/41e-ysIB6dL._SL75_.jpg,iUniverse,2095470
1491711574,"Swag 101: Invisible Mechanics, Perfect Collisions and .400 Hitters",Paperback," "," ","Crews, Rob",8.86,0.20,5.91,5.91,iUniverse,english,english,english,14.95,USD,iUniverse,98,0.40,8.90,5.90,0.15,Book,ABIS_BOOK,2013-11-04,iUniverse,http://ecx.images-amazon.com/images/I/41lZhhGuCPL._SL75_.jpg,iUniverse,2079285
1491711612,"Through the Fire and the Flood: Marriage in the Midst of the Storm",Paperback," "," ","Perkins, Janet Y.",7.87,0.28,4.92,4.92,iUniverse,english,english,english,12.95,USD,iUniverse,116,0.29,8.00,5.00,0.40,Book,ABIS_BOOK,2013-10-28,iUniverse,http://ecx.images-amazon.com/images/I/51EwtkzBPrL._SL75_.jpg,iUniverse,1910348
1491711728,"Evoked Potentials: A Novel",Paperback," "," ","Dannenberg, Pat",7.87,0.75,4.92,4.92,iUniverse,english,english,english,19.95,USD,iUniverse,346,0.87,8.00,5.00,0.99,Book,ABIS_BOOK,2013-11-04,iUniverse,http://ecx.images-amazon.com/images/I/51DfoAhz5yL._SL75_.jpg,iUniverse,3160956
1491711744,"Susan: The Story of a Miracle",Paperback," "," ","White, George",8.90,0.47,5.91,5.91,iUniverse,english,english,english,17.95,USD,iUniverse,204,0.51,9.00,6.00,0.81,Book,ABIS_BOOK,2013-12-13,iUniverse,http://ecx.images-amazon.com/images/I/51L6kB%2BfSTL._SL75_.jpg,iUniverse,1278283
1491711752,"Susan: The Story of a Miracle",Hardcover," "," ","White, George",0.63,9.02,5.98,5.98,iUniverse.com,english,english,english,27.95,USD,iUniverse.com,204,1.00,9.20,6.20,0.85,Book,ABIS_BOOK,2013-12-11,iUniverse.com,http://ecx.images-amazon.com/images/I/51OGuOjISDL._SL75_.jpg,iUniverse.com,1473372
1491711779,"Fear: A Healthy Emotion If Well Managed",Paperback," "," ","Agbanyim, J. Ibeh",8.39,0.35,5.43,5.43,iUniverse,english,english,english,14.95,USD,iUniverse,144,0.36,8.50,5.50,0.54,Book,ABIS_BOOK,2013-12-09,iUniverse,http://ecx.images-amazon.com/images/I/41oF5toILhL._SL75_.jpg,iUniverse," "
1491711787,"Fear: A Healthy Emotion If Well Managed",Hardcover," "," ","Agbanyim, J. Ibeh",8.39,0.51,5.43,5.43,iUniverse.com,english,english,english,24.95,USD,iUniverse.com,144,0.50,8.50,5.51,0.71,Book,ABIS_BOOK,2013-12-06,iUniverse.com,http://ecx.images-amazon.com/images/I/413QhtridWL._SL75_.jpg,iUniverse.com,1884788
1491711833,"The Devil's Playground: Book One of the Sapphire Staff Series",Paperback," "," ","Sens, Cynthia",8.39,0.51,5.43,5.43,iUniverse,english,english,english,15.95,USD,iUniverse,232,0.58,8.50,5.50,0.80,Book,ABIS_BOOK,2013-11-07,iUniverse,http://ecx.images-amazon.com/images/I/519FxScQIoL._SL75_.jpg,iUniverse,3219795
1491711841,"The Devil's Playground: Book One of the Sapphire Staff Series",Hardcover," "," ","Sens, Cynthia",8.39,0.67,5.43,5.43,iUniverse.com,english,english,english,25.95,USD,iUniverse.com,232,0.90,8.50,5.80,1.05,Book,ABIS_BOOK,2013-11-06,iUniverse.com,http://ecx.images-amazon.com/images/I/51JVuXQv9JL._SL75_.jpg,iUniverse.com,3669667
